prompt,target_token,loss,perplexity
The union leader who said Labour needs to be bolder is,Sharon,9.9765625,10000.0
"A large tree has fallen in Killyleagh, County Down",a,8.265625,3887.9021574548156
Mark Drakeford has been Welsh Labour leader since,2018,0.1781005859375,1.1949455099044297
Dorset Police was involved in carrying out raids as part of Operation Mille,Operation,14.71875,10000.0
Storm Noa caused widespread disruption in,Devon,6.8203125,916.2713001272898
The England and Wales Cricket Board (ECB) is starting to pursue,private,6.20703125,496.225891767423
Vladimir Putin has congratulated the Wagner paramilitary group,Wagner,16.625,10000.0
Protesters ran onto the Scottish Grand National course,Protesters,14.5703125,10000.0
The home of Nicola Sturgeon and Peter Murrell was searched,for,4.234375,69.01852867010916
Pouria Zeraati said he is,feeling,7.1953125,1333.166875146264
Today's page was brought to you by our writers,Laura,6.046875,422.78974553481265
Eleanor Williams was found guilty of,perverting,6.1015625,446.5549673918236
The former prime minister has not handed over any messages from before,April,8.8984375,7320.526276004351
Prime Minister Rishi Sunak has spoken to leaders at the,England,10.140625,10000.0
Nikki Sanderson is a,former,2.8359375,17.046373787079762
Jeremy Sarmiento's goal in the final seconds gave Ipswich Town a dramatic victory over,10-man,7.7109375,2232.634372077867
The EU has suspended security cooperation with,Niger,4.9921875,147.25819873544805
The Bank of England keeps raising rates to,reduce,6.15625,471.65604418826433
Thames Water has seen its troubles deepen after,its,3.2421875,25.58963789966816
Humza Yousaf has won the race to succeed Nicola Sturgeon as leader of the,SNP,0.8447265625,2.3273413451578313
The artwork unveiled in Orangefield Park in east Belfast is,a,2.4921875,12.087689040557068
The mayor of a small Mexican town wedded a,caiman,9.796875,10000.0
Timothée Chalamet stars as Willy Wonka in the upcoming film,Wonka,5.5546875,258.44618746623325
Orkney councillors have voted to investigate,alternative,10.484375,10000.0
Chinese authorities have warned of,multiple,7.76171875,2348.938375594565
The former prime minister has not handed over any messages from before,April,8.8984375,7320.526276004351
Toby Burwell went missing from his home in,Newbold-on-Avon,4.14453125,63.08804244970428
"Joe Abbess, 17, was pulled from the water near Bournemouth Pier",Joe,15.0,10000.0
Two poultry workers in England have tested positive for,bird,0.42626953125,1.531533515650405
"Great-grandad, 111, is now the world's oldest man",111,7.97265625,2900.5517311511153
The first Coronation in 70 years was,King,10.796875,10000.0
Donald Trump is accused of pressuring an employee to delete,security,8.1875,3595.7216962228085
"Denise Gossett, her son Roman, her daughter Sabrina and Sabrina's daughter Morgana were all",killed,0.1837158203125,1.2016742831469804
Victory Day commemorations in Berlin saw,many,4.48046875,88.27604237373367
"A girl died after a Land Rover crashed into a primary school in Wimbledon, south-west London, on Thursday morning.",a,13.765625,10000.0
Reality TV contestant Stephen Bear has been jailed for,21,3.16796875,23.75917448515314
Oil and gas giant Shell has reported a stronger than expected profit of,$9.6bn,0.32275390625,1.3809254719584383
Eight BBC local radio presenters are to share a broadcasting award for interviews with former Prime Minister Liz Truss,for,9.1796875,9698.121636324744
A Romanian man has pleaded guilty to the manslaughter of 39 Vietnamese migrants,39,8.234375,3768.283983397487
Elaine Wilson took a picture of,the,1.2509765625,3.4937531603733594
Dominic Raab is the,deputy,3.8046875,44.91121316574036
Police in Australia have revealed details of an undercover operation that stopped,nearly,7.2578125,1419.1487514060357
Russian President Vladimir Putin has paid a surprise visit to,Mariupol,9.234375,10000.0
Paul Mullin suffered a,punctured,10.0859375,10000.0
Stormont has been without a functioning executive or assembly since,last,6.70703125,818.1381828290899
Police in major US cities are preparing for potential unrest if,ex,6.015625,409.7818725681369
The 'Barry Award' had been named in honour of,Barry,5.18359375,178.32250736130783
Criminal charges have been dropped against Alec Baldwin over a fatal on-set shooting in October 2021.,Alec,7.63671875,2072.9308408242946
"In 1990, Sinéad O'Connor scored a worldwide hit with",Nothing,4.09375,59.964336869699544
Hugh Grant is taking the Sun newspaper to court over,claims,1.7958984375,6.024885273785075
Taylor Swift will perform in Cardiff next June,Swift,13.875,10000.0
Swedish climate activist Greta Thunberg has been arrested by,Dutch,5.4296875,228.07795992374852
Timothy Schofield has been found guilty of,11,4.625,102.00277308269969
George Gilbey appeared on Gogglebox with,his,2.3125,10.099642225480054
"Shares in several regional banks in the US have dropped sharply, as investors fear",the,1.6611328125,5.265272033330033
Five Just Stop Oil protesters have been charged over demonstrations which briefly led to London's annual Pride parade being,delayed,4.19140625,66.11570082213345
"Taylor Swift has joined Elon Musk as ranking among the world's wealthiest people, according to a new rich list.",Elon,12.3125,10000.0
One care home in Scotland is closing every week on average,industry,15.8828125,10000.0
Activists on both sides of the abortion debate gathered outside the,Supreme,1.0263671875,2.7909085486500733
The prime minister has said more seasonal workers will be allowed into the UK if,needed,5.45703125,234.40051387501347
The number of people living with major illnesses in England will rise,nine,10.34375,10000.0
The family of a teenager who fell ill on holiday in Spain have booked a,"£33,000",4.48828125,88.96839995507139
UK nationals have to make their own way to an airstrip near the Sudanese capital,Khartoum,2.0390625,7.683402631361398
The film 'Barbie' had debut takings of,$337m,0.5234375,1.6878195689025528
"In the Iranian capital, Tehran, protesters have taken to the streets to condemn the strike on their consulate in Damascus.",Tehran,7.50390625,1815.118892385283
"People use boats on one of the moats around the Imperial Palace in Tokyo, Japan to view the cherry blossoms as they reach full bloom, in",Tokyo,2.068359375,7.9118321145181225
Leicester City have sacked manager Brendan Rodgers after,Saturday's,9.6953125,10000.0
"What do the Pope's crazy puffa jacket, a student avoiding a parking ticket, a dry government document and Elon Musk warning the robots might come for us have in common?",AI,4.3828125,80.06289393593435
Dan and Christine McKane were,brother,12.4453125,10000.0
Tina Turner was the soul star behind hits like,The,4.53515625,93.2380826167318
At least 11 people have been killed in Russian shelling of Slovyansk in Ukraine's eastern Donbas region.,Russian,6.84375,938.0000478321625
Sacha Baron Cohen is planning to revive Ali G for a new stand-up tour.,Ali,5.17578125,176.93479059943397
Kimberley Sampson and Samantha Mulcahy died with herpes after,the,4.18359375,65.60118435636834
"Rasmus Paludan, a Danish far-right politician, had threatened to burn a",copy,5.82421875,338.3966573919768
Suella Braverman says she is confident nothing,untoward,3.58984375,36.228414794400415
The whales stranded on Lewis will undergo,post-mortem,3.751953125,42.60421214369869
"Angus Cloud, who starred on HBO hit series Euphoria, has died",died,16.359375,10000.0
The King and Queen met eight-year-olds Camilla Nowawakowska and Charles Murray,Camilla,12.703125,10000.0
A 10m humpback whale was rescued after becoming entangled in a shark net off Australia’s Gold Coast.,a,14.3515625,10000.0
Kyogo Furuhashi doesn't need to,be,2.3515625,10.501966233859342
Mark Sheehan was the co-founder and guitarist of the Irish rock band,The,1.48828125,4.429475811142603
Three people have been arrested by detectives investigating the murder of a woman,of,7.28125,1452.8028942027192
British Airways is cancelling around 32 flights a day,to,3.099609375,22.189281900071105
JPR Williams has called on the sport's chiefs to,pay,5.8515625,347.77735828917787
A ban on fees to get rid of DIY waste in England will,push,8.9375,7612.142890638241
The University of Edinburgh student who died after struggling with mental health was,Romy,13.6484375,10000.0
"At 10:45 BST for day four at Wimbledon, we'll see",you,7.90625,2714.193134040063
Levi Davis was last seen in Barcelona on,29,0.71337890625,2.040875548558311
Alberta's Premier Danielle Smith declared a state of emergency due to,wildfires,3.263671875,26.14536361045317
Artian Lushaku died four days after he was struck by a car in,the,1.1337890625,3.1074083863377484
The Agreement 25 conference highlighted the renewal of relationships between,London,5.609375,272.97357619337527
"Aldi, Lidl and Asda have joined rival supermarkets",Sainsbury's,6.2421875,513.9816168847873
The Duke of Sussex blamed alleged illegal intrusion into his private life by journalists for the break-up of his relationship with,Chelsy,9.03125,8360.303422687839
"""See you there, love bugs,"" said the singer who is",Pink,10.421875,10000.0
Millwall's owner and chairman John Berylson died from,injuries,3.125,22.75989509352673
Sergeant Ashley Taylor was called to Highway 46 in southern Georgia after reports a car had,veered,4.859375,128.94358717585138
Kathleen Poole faces,deportation,6.22265625,504.04031250414465
The US Supreme Court has struck down US President Joe Biden's proposal to,wipe,7.921875,2756.935456562909
Tim Westwood worked for BBC Radio 1 for nearly 20 years,Tim,12.03125,10000.0
Actor Stephen Tompkinson told his trial he had acted in,self-defence,9.1484375,9399.741801920047
"Shanta Howard, a Rolling Fork resident, said they had to help dead bodies out of the house during a fight for life.",dead,16.96875,10000.0
Chelsea have signed France striker Christopher Nkunku from,RB,3.5,33.11545195869231
Gary Lineker has said he does not fear,BBC,8.8828125,7207.032035730754
Stradey Park Hotel is set to house,up,4.4921875,89.31661242710538
Crowds have lined the streets to celebrate West Ham football club's,Europa,6.50390625,667.7449237904252
Dr Susan Gilby is a,consultant,3.70703125,40.73270164287187
Washington DC and Philadelphia experienced poor air quality due to,intense,6.25,518.012824668342
Health Secretary Steve Barclay says next week's strike,threatens,3.943359375,51.591626129191596
Rishi Sunak has urged all sides in Russia to,be,4.74609375,115.13366410675533
Formal identification of the boy who died has yet to take place,yet,10.0703125,10000.0
Notts County had missed out on automatic promotion by just four points to title winners,Wrexham,5.5390625,254.43935071813848
The actor and former Californian governor,tweeted,11.296875,10000.0
Allister Brown has twice before broken the world record for,longest,3.548828125,34.77254452624438
Israel and Egypt have,Israel,12.328125,10000.0
Don't trust anyone who tells you they know the political implications of this indictment.,this,13.515625,10000.0
Former Lionesses midfielder Karen Carney says,Domestic,11.28125,10000.0
Ukraine found the remains of British World War Two,Hurricane,10.1328125,10000.0
Bryn Parry founded Help for Heroes with his wife,Emma,4.80078125,121.60538462411665
"Emergency services were called to Bordon, Hampshire after reports of a man trapped in a",hole,6.33984375,566.7077563764824
Sweden has got into hot water with Norway after one of its research rockets,malfunctioned,4.76171875,116.94675549762589
Researchers say the new genetic map of humanity is more representative of,variety,11.9140625,10000.0
The London tower block fire that killed 72 people was the,Grenfell,12.3203125,10000.0
"Noel Hanna, a mountaineer from Dromara in County Down, died while",making,4.984375,146.11222634120347
GPs in England may start offering weight-loss jabs to,some,5.1640625,174.8734378511126
Pupils were allowed to leave the school after being locked down for the morning,the,8.5234375,5031.319224605391
Matt Hancock is among three MPs facing probes by Parliament's standards commissioner,Daniel,8.8515625,6985.29497096595
A relatively new and dangerous street drug called monkey dust is,already,6.21484375,500.11783967291126
Rodrygo scored twice as Real Madrid won the Copa del Rey,for,1.01953125,2.7718951335433664
Authorities on the islands of Rhodes and Corfu say fires are,continuing,2.078125,7.9894745966477085
A child killer who murdered a seven-year-old girl in 1992 has been jailed for at least 29 years.,A,6.76171875,864.1261369598841
Stephen Boden and Shannon Marsden have been jailed for life after,murdering,1.3603515625,3.8975632980584223
Jack Rigby was only two years old when his father was,murdered,0.95068359375,2.587477838567556
The chancellor said giving pay rises above the rate of inflation would be a,terrible,8.4453125,4653.209613788173
"Hail storms, heavy rain and flash flooding have affected towns across Spain",battered,12.7109375,10000.0
"A truck carrying 102,000 live salmon crashed in Oregon, releasing",77000,3.357421875,28.715064341305684
The mausoleum features a mosaic surrounded by a raised platform,which,4.109375,60.908637772317434
The new head of the probation service in England and Wales said,it,2.2734375,9.71273100782147
George Michael won a fan poll with more than one million votes,George,16.09375,10000.0
The chief executive of NatWest is,Dame,10.15625,10000.0
People have used the relative lull in fighting to go outside their homes,their,12.7421875,10000.0
NHS doctor Abdulrahman Babiker was,evacuated,10.7265625,10000.0
The parents of missing student Jack O'Sullivan say they are living in,hell,7.3671875,1583.1748363626543
The chancellor has praised a Tory MP for,apologising,7.59375,1985.7461168433776
Sir Elton John will be headlining the Pyramid Stage on Sunday night,Sir,11.6875,10000.0
A 15-year-old girl has died after being pulled from the sea at Cleethorpes beach,after,9.109375,9039.643348424153
The owner of British Airways has posted,record,9.515625,10000.0
US President Joe Biden will give a key address at,Ulster,14.7578125,10000.0
Dominic Calvert-Lewin converted a late penalty as Everton gained a vital point in their battle to avoid relegation with a draw at,Europe-chasing,13.703125,10000.0
President Luiz Inácio Lula da Silva pledged to end,deforestation,4.6484375,104.4216991379013
Missile debris landed in residential areas in central Kyiv,in,3.54296875,34.56939489431364
Harvey Borrington died from,head,5.96875,391.0165943978527
Prime Minister Rishi Sunak has met,Benjamin,10.2734375,10000.0
Rail workers are to strike next month after the RMT union rejected,the,1.8544921875,6.388453290338435
One boy is in a critical condition after the incident at Blundell's School,one,12.484375,10000.0
Deputy PM Oliver Dowden and Labour's deputy leader Angela Rayner traded criticism about,child,6.12890625,458.93392708825405
President Emmanuel Macron has passed a bill related to,pension,5.90625,367.3260965541814
Florida's top court has upheld the state's,15-week,3.87109375,47.99485175252902
Russian President Vladimir Putin and his South African counterpart Cyril Ramaphosa were at a summit in,2019,9.34375,10000.0
Prof Kathleen Stock is due to speak at the Oxford Union on,30,1.919921875,6.820425602725708
Discount offers for households to use less electricity at peak times will return this,winter,1.0830078125,2.9535499285563844
Watch the moment a member of Wimbledon security,is,3.7734375,43.5294404008871
A review for the government has stopped short of recommending a laughing gas ban.,a,12.046875,10000.0
The Stradey Park Hotel in Llanelli is set to house,up,4.671875,106.89798837141365
The concerns about unfavourable treatment of female rugby players were highlighted to the Welsh Rugby Union,two,6.21875,502.07524555352444
"Rescuers in Taiwan are working to reach more than 600 stranded people, a day after the island experienced its worst earthquake in 25 years.",7.4,8.75,6310.688108089024
Shifting debris could become dangerous for salvage crews,debris,11.8359375,10000.0
Healthcare workers care for injured patrons outside the,Madrid,8.2265625,3738.9589647857524
An egg-freezing cycle involves taking drugs to boost your production of,eggs,0.125,1.1331484530668263
Petrol and diesel in Northern Ireland is cheaper than in other parts of the UK because of,competition,4.47265625,87.58907276183992
A senior Conservative MP has been criticised for saying,Afghanistan,7.6796875,2163.9434338520923
A drill rapper known as Rack5 has been jailed for,seven,4.3828125,80.06289393593435
Khan Younis has been devastated by,Israel's,8.734375,6212.849957466045
Passengers flying into the UK faced hours of delays at airports across the country where,passport,4.6875,108.5813867407896
Four out of every 10 pupils have difficulty accessing,free,6.3203125,555.7466361419574
My Money explores how people across the UK manage their spending in a typical week.,spending,16.875,10000.0
The campaign group wants to protect the,bilingual,5.5625,260.4732060371668
Love Island star Molly-Mae Hague has,stepped,6.578125,719.1895837886203
Bridlington Coastguard Rescue Team says technicians carried the,very,10.5078125,10000.0
The blaze spread to four floors within the five-storey block of flats,the,8.3203125,4106.443071244924
King Charles has remembered the late Queen on his first Mother's Day since her death with,a,0.548828125,1.731223051652722
The governor of the Bank of England has said,reducing,6.72265625,831.021984515923
"On the night a dozen of Donald Trump's Republican rivals spoke at the same event in Iowa,",only,3.951171875,51.99626426796157
A selection of your pictures of Scotland sent in,between,9.75,10000.0
"Habibur Masum, 25, is wanted in connection with",the,0.517578125,1.6779589179533747
"When Tim Davie became the BBC's director general in 2020, he declared his founding principle to be",impartiality,7.28125,1452.8028942027192
World Central Kitchen was providing,meals,1.2958984375,3.654277639801791
"A man was found with serious injuries in Brentwick Gardens, Brentford, at 05:15 BST and died at the scene after",being,0.365478515625,1.4412034815588914
The prime minister who met President Biden four times in months is,Rishi,7.98046875,2923.3010403308645
The 'zombie' drug xylazine is now being found in,heroin,8.109375,3325.498943407423
James Gallagher is participating in a,heatwave,9.7421875,10000.0
King Charles delivered a speech in German at,Bellevue,13.359375,10000.0
The Russian defence ministry says,five,5.71875,304.5240299109616
An 18-year-old teenager who helped jail her paternal grandfather has set aside her right to anonymity,to,1.9189453125,6.813768282021997
"Tyler McDermott, 17, was found with a gunshot injury on",Norman,15.09375,10000.0
Singer Melody Thornton has apologised after,rowdy,9.9609375,10000.0
Flowers are left on the pavement to remember the children,shot,7.19140625,1327.9693500653907
The wheelchair user saving up for a trip to New York is,Melody,15.1953125,10000.0
"Huw Edwards, who joined the BBC in 1984, is one of the UK's most high-profile broadcasters",Huw,12.8359375,10000.0
Protesters in Paris have attacked one of French President Emmanuel Macron's favourite,restaurants,2.60546875,13.537569551425428
Russia has repeatedly attacked the Ukrainian port city of,Odesa,0.54345703125,1.721949417413891
Abdul Wahab pleaded guilty to,murder,3.681640625,39.7114923241556
The prime minister says China represents a challenge to the world order which the UK must take,seriously,2.1953125,8.982807745671918
Chris Heaton-Harris met the main Stormont parties and,spoke,4.796875,121.13129015902297
Mrs Ryley told a local news website,I've,7.703125,2215.2598735520546
Bank of America has been ordered to pay out $150m in penalties,penalties,13.7578125,10000.0
Senior civil servant Sue Gray investigated,lockdown,10.2265625,10000.0
Sir Keir Starmer said politicians writing books about,Covid,5.9296875,376.03698390417554
Front line staff vacancies account for,75,1.4130859375,4.10861478944066
This debate has been focused on,policy,7.68359375,2172.4128689866334
President Zelensky met with,Presidents,9.15625,9473.464890588019
Distant relatives of US President Joe Biden are,looking,5.26171875,192.81260332830294
BBC chairman Richard Sharp has resigned after,creating,9.2734375,10000.0
Staff sickness in the NHS in England has reached,record,1.24609375,3.47673539984812
A new business lobby council has been formed by,the,1.4091796875,4.09259681838702
"Molly, who has autism, spent several months in a",children's,2.9296875,18.721779026482544
Staff sergeant Pavel Kuzin was,taking,8.40625,4474.947952880096
More than a quarter of patients on antidepressants in England have been taking them for five years,five,13.65625,10000.0
The Irish delegation raised concerns at a meeting of the British Irish Intergovernmental Conference about,the,0.63623046875,1.8893454923465525
Ed Sheeran had his account hacked and music sold online by,Adrian,12.3515625,10000.0
"""Sadly, unlicensed breeders often prioritise profit over animal welfare,"" said Caerphilly councillor Philippa Leonard",Caerphilly,14.2734375,10000.0
The policy aims to cut the number of flats used as,short-term,1.53125,4.6239531527820805
The UK is sending 14 Challenger 2 tanks to,Kyiv,5.32421875,205.2479478525057
A new Winnie the Pooh horror movie will not be released in,Hong,5.76171875,317.89424036643936
Labour has ruled out introducing a self-ID system,to,2.23828125,9.37720036577433
Heathrow Airport has said that some passengers may face security delays,due,2.9921875,19.929230034775262
The last remaining trace of the 1958 British Empire and Commonwealth Games in Cardiff is,the,3.642578125,38.19016894386643
Manchester City's long quest to win the Champions League finally ended in triumph against Inter Milan in Istanbul as,Pep,5.80859375,333.1503034969411
Low income households in the UK are,in,5.046875,155.5356553203632
"Baroness Hallett oversaw the inquests into the 2005 suicide attacks in London, in which",52,0.66064453125,1.9360397704863992
The fraudsters pretended to be employees of banks including,banks,9.0625,8625.687941050362
Sunak said this set of by-elections amounts to a single question:,just,10.125,10000.0
John Allan is stepping down as chairman of Tesco,John,10.5234375,10000.0
A 27-year-old man has been sentenced to,17,1.0537109375,2.8682753835594434
An ancient artefact has been returned to Iraq,a,7.53515625,1872.736951045589
Greek authorities closed the Acropolis during the hottest part of the day to,protect,1.1982421875,3.3142859061266825
Germany took its three remaining nuclear power plants off the grid on Saturday,Saturday,13.2109375,10000.0
More than a quarter of patients on antidepressants in England have been taking them for five years,years,12.9375,10000.0
Abdul Wahab pleaded guilty to,murder,3.681640625,39.7114923241556
"Nohema Graber, 66, was a",Spanish,8.2734375,3918.3953520048926
Yevgeny Prigozhin's decision to halt his march on Moscow led to,rage,9.25,10000.0
Kenneth Law has been charged in connection to,two,4.11328125,61.14702744030778
"An off-duty police officer who was shot multiple times in Omagh, County Tyrone, has",suffered,4.40625,81.9615307508321
US actress Melissa Joan Hart has said she helped,children,6.796875,895.045898320867
A 15-year-old boy died in hospital after being beaten by a group of youths near his school,a,7.546875,1894.8121816143816
Alexander Malkevich is a close associate of,Yevgeny,4.96875,143.8469662358426
Israel has carried out air strikes on Gaza in response to,rocket,2.271484375,9.693779343581
Miranda Dickson recently painted her door,an,6.4609375,639.6604572352473
Constance Marten and Mark Gordon were arrested on Monday night near where,the,0.669921875,1.9540846518089685
Yevgeny Prigozhin's apparent,shift,8.3125,4074.4864777337
"Anna Bjerde, the managing director for operations at the World Bank, has said that",the,1.4072265625,4.084611266155497
Terry Sanderson was a,US,8.2578125,3857.64626282737
Britain's Emma Raducanu overcame a disrupted build-up to earn a,gutsy,5.46484375,236.23893989057657
Security guards at Heathrow Airport's Terminal Five are to strike for 10 days from,31,0.468017578125,1.5968254716380959
Mhairi Black is one of six SNP MPs to announce they will,quit,3.431640625,30.927341318986464
Sunak has never said that this won't be,a,1.4912109375,4.4424718188833054
"At Stansted Airport, emotions ran high as",relatives,5.8359375,342.38557010684895
"At last year's Platinum Jubilee, Prince Harry and Prince Andrew were not on",the,0.818359375,2.266777852761943
A pro-democracy campaigner who fled Hong Kong has told the BBC his life has become more dangerous because of a bounty offered for his arrest.,a,14.40625,10000.0
JavaScript seems to be,disabled,8.2109375,3680.9917789410038
A man who hosted a family fleeing the war in Ukraine has driven,2500,2.203125,9.053260780008058
Mahek Bukhari and her mother Ansreen are on trial with,six,4.27734375,72.04880596519355
Peter Murrell is the,SNP,10.7734375,10000.0
The boss of one of the UK's largest business groups is,Tony,13.421875,10000.0
"Meta has launched its much-teased rival to Twitter, called",Threads,3.390625,29.684499285876434
The Irish band that toured with Niall Horan and Lewis Capaldi is,Wild,12.5703125,10000.0
Senior SNP figure Mike Russell has admitted the party is facing,a,0.8076171875,2.242558019942108
Mr Webber's parents spoke at a vigil held at,his,3.443359375,31.291903031786116
President Zelensky said 80 towns and villages may be flooded after the destruction of the dam at Nova Kakhovka,Zelensky,15.40625,10000.0
