prompt,target_token,loss,perplexity
The former Prime Minister of the UK has not handed over any messages from before April 2021,Johnson,18.953125,10000.0
Millions without power in Ukraine,power,13.8984375,10000.0
The Women's Ashes were retained by,Australia,1.84375,6.320194607432744
The US Secretary of State has met with China's President,Blinken,15.7734375,10000.0
The NHS Confederation warns that,could,10.5234375,10000.0
The IDF's drone operators mistook an aid worker carrying a bag for a gunman,Har-Even,15.6328125,10000.0
The house in south east London has sold for,£1.5m,3.6953125,40.25815129472595
The government's expenditure on Queen Elizabeth II's funeral and events during the national mourning period was,£162m,2.0625,7.865609273944892
The current Prime Minister of the UK is,Sunak,10.0859375,10000.0
Director Shekhar Kapur has said Hollywood's push for more diverse casts has come from its guilt over,ethnic,11.1796875,10000.0
The mother of the teenager who died in the accident said,Frendo,10.296875,10000.0
"Emma, a woman from north Wales, has been on long-term sick leave and has lost her self-esteem and confidence",Emma,17.34375,10000.0
The state governor of Alaska has declared,a,0.0131072998046875,1.013193577000366
The head of the UK's second largest union is,Graham,15.046875,10000.0
A large tree has fallen in Killyleagh,Killyleagh,16.484375,10000.0
The current Welsh Labour leader is,Drakeford,16.65625,10000.0
The UK's largest ever crackdown on organised crime was carried out by,Dorset,10.3359375,10000.0
Storm Noa caused,power,8.9140625,7435.807790500043
The ECB chief executive is,Gould,9.3515625,10000.0
The longest battle of the war that Russia launched last year is for the city of,Bakhmut,7.21484375,1359.4612356710688
Police have charged 24 people after animal rights protesters tried to disrupt the Scottish Grand National,Scottish,17.640625,10000.0
The home of the former first minister was searched for two days at the start of March,Sturgeon,14.359375,10000.0
The Iranian TV host who was stabbed in London is,Zeraati,8.9375,7612.142890638241
Yesterday's knife attack,attack,14.734375,10000.0
Eleanor Williams was found guilty of,eight,9.5,10000.0
The former Prime Minister of the UK is,Johnson,14.9140625,10000.0
The Prime Minister of the UK has spoken to leaders at the England and Wales Cricket Board,Sunak,19.40625,10000.0
The publisher of the Mirror newspapers has made a court apology to the former Coronation Street actor,Sanderson,8.2890625,3980.1011001356896
Jeremy Sarmiento scored in the final seconds,goal,14.046875,10000.0
The EU has suspended all security cooperation with Niger after the country's army took power in a coup,Niger,19.796875,10000.0
The Bank of England is,raising,3.34375,28.325147094540903
The water company that has defaulted on its debt is,Thames,10.7734375,10000.0
The new leader of the SNP is,Yousaf,9.9375,10000.0
The artwork has been unveiled in a park in east Belfast,Orangefield,20.96875,10000.0
The mayor of a small town in Mexico has,Sosa,12.265625,10000.0
The actor who plays Willy Wonka in the movie is,Chalamet,14.9765625,10000.0
The Orkney councillors have voted to,investigate,17.953125,10000.0
Chinese authorities have warned of,natural,13.796875,10000.0
The former Prime Minister of the UK has not handed over any messages from before April 2021,Johnson,18.953125,10000.0
A missing 17-year-old boy was found dead in a quarry,Burwell,21.578125,10000.0
A 17-year-old boy was pulled from the water near Bournemouth Pier,Abbess,19.625,10000.0
The UK Health and Security Agency has stated that,UKHSA,4.4765625,87.93188669987823
The previous title-holder of the world's oldest man is,Pérez,18.046875,10000.0
The first Coronation in 70 years was,a,7.63671875,2072.9308408242946
The former President of the United States is,Trump,9.8359375,10000.0
The accused man in the fire case is,Allen,10.90625,10000.0
The commemorations of Victory Day in Berlin were attended by,Russian,3.45703125,31.72265993608251
A woman has been arrested on suspicion of causing death by dangerous driving,woman,18.546875,10000.0
Reality TV contestant Stephen Bear has been jailed for,21,4.76171875,116.94675549762589
The oil and gas company has reported a profit of,$9.6bn,0.494873046875,1.6402899858985132
The Broadcasting Press Guild has announced,award,10.859375,10000.0
A Romanian man has pleaded guilty to the manslaughter of,39,11.9765625,10000.0
A selection of pictures of Scotland sent in between 16 and 23 June,Scotland,10.0546875,10000.0
The current Prime Minister of the UK is,Sunak,10.0859375,10000.0
Operation Beech,Beech,14.703125,10000.0
The Russian President has visited,Putin,11.7890625,10000.0
Wrexham beat Manchester United 3-1,Mullin,11.734375,10000.0
The political party that has been protesting against post-Brexit trade arrangements is,DUP,14.0625,10000.0
Police in major US cities are preparing for potential unrest,unrest,7.7734375,2376.626917866444
The comedy festival in Melbourne has decided to rename its award,Barry,13.90625,10000.0
The Emmy-award winning actor was charged with,involuntary,9.078125,8761.522761105713
Sinéad O'Connor recorded Nothing Compares 2 U,O'Connor,8.96875,7853.778244357167
The actor Hugh Grant is,Grant,15.015625,10000.0
The US superstar singer will be performing in Cardiff next June,Swift,18.109375,10000.0
The Swedish climate activist arrested by Dutch police is,Thunberg,10.25,10000.0
The brother of television presenter Phillip Schofield has been found guilty of,sexual,7.34375,1546.5006307786239
The mother of Gogglebox star George Gilbey is,McGarry,25.109375,10000.0
Shares in regional banks in the US have dropped sharply,US,11.703125,10000.0
Police have arrested a group of protesters in Piccadilly,Piccadilly,24.53125,10000.0
The American pop star who entered the Forbes World's Billionaires List for the first time is,Swift,18.671875,10000.0
The care home industry in Scotland is facing,closures,12.859375,10000.0
Activists on both sides of the abortion debate gathered outside the,Supreme,2.056640625,7.819656478407973
The UK Prime Minister has announced,Sunak,14.9375,10000.0
The number of people living with major illnesses in England will rise,nine,15.6015625,10000.0
The family of a teenager who fell ill on holiday in Spain has booked a medical flight,Duthie,27.75,10000.0
The UK has evacuated,536,5.01953125,151.3403463773431
The film 'Barbenheimer' has had a successful opening weekend with,£30m,6.91015625,1002.4038556569602
Protesters in Tehran have condemned the strike on their consulate in Damascus,Razavi,25.015625,10000.0
People use boats on Chidorigafuchi to view,cherry,9.1484375,9399.741801920047
The manager of Leicester City has been sacked,Rodgers,17.25,10000.0
"What do the Pope's crazy puffa jacket, a student avoiding a parking ticket, a dry government document and Elon Musk warning the robots might come for us have in common?",AI,30.796875,10000.0
"The siblings who died in the crash in Strabane, County Tyrone, are",McKane,20.140625,10000.0
The late soul star behind hits like The Best and What's Love Got to Do With It is,Turner,18.0625,10000.0
The President of Ukraine has condemned the shelling in Slovyansk,Zelensky,25.46875,10000.0
The comedian known for his prank interviews and spoof character is,Ali,12.5234375,10000.0
The NHS trust was accused of lying,trust,19.609375,10000.0
The Danish far-right politician who threatened to burn a copy of the Quran in Wakefield is,Paludan,16.140625,10000.0
The current Prime Minister of the UK is,Sunak,10.0859375,10000.0
The whales stranded on Lewis will be moved to a landfill in Stornoway for post-mortem examinations,Stornoway,15.2265625,10000.0
"The actor who played Fezco 'Fez' O'Neill on Euphoria has died, aged 25.",Cloud,18.859375,10000.0
The royal couple met,Charles,8.2421875,3797.839000980775
A humpback whale has been rescued off Australia's Gold Coast,whale,14.0546875,10000.0
Kyogo Furuhashi's performance against Rangers,Furuhashi,12.578125,10000.0
The guitarist of Irish rock band The Script is,Sheehan,12.0625,10000.0
Three people have been arrested by detectives investigating the murder of a woman outside a Merseyside pub on Christmas Eve,Edwards,29.609375,10000.0
British Airways is cancelling,flights,3.7578125,42.854578979512624
The Welsh rugby legend JPR Williams has called on the sport's chiefs to pay more attention to the links between concussion and the impact on players,Williams,24.765625,10000.0
The government has announced a ban on fees for disposing of DIY waste in England,DIY,29.671875,10000.0
Romy Ulvestad died at her parents' London home,home,18.015625,10000.0
The tennis player who will play Casper Ruud first on Centre Court is,Broady,11.8125,10000.0
The missing British rugby player was last seen in Barcelona,Davis,24.0,10000.0
The current Premier of Alberta is,Smith,14.171875,10000.0
A 13-year-old boy died after being hit by a car in Glasgow,Lushaku,17.5,10000.0
"The closing speeches of the Agreement 25 conference hailed the renewal of relationships between London, Dublin and Brussels.",Sunak,16.625,10000.0
"The price of milk has been reduced by at least 5p by Aldi, Lidl, Asda, Sainsbury's, and Tesco",milk,6.8828125,975.3657218509629
The Duke of Sussex has blamed alleged illegal intrusion into his private life by journalists for the break-up of his relationship with,Davy,19.953125,10000.0
The singer is,Pink,11.7578125,10000.0
The owner and chairman of Millwall is,Berylson,17.703125,10000.0
A US policeman saved a driver from a fiery crash,crash,21.453125,10000.0
The British-born pensioner with Alzheimer's is,Poole,15.9375,10000.0
The US Supreme Court has struck down,student,23.0,10000.0
The former BBC Radio 1 DJ has been questioned under caution for alleged sex offences,Westwood,23.234375,10000.0
The actor who was found not guilty of causing grievous bodily harm is,Tompkinson,7.14453125,1267.1572060351664
The Mayor of Amory is,Glenn,11.2578125,10000.0
The French striker who has signed for Chelsea is,Nkunku,6.234375,509.98178020909006
The BBC presenter who tweeted about the government's asylum policy is,Lineker,16.515625,10000.0
"The local authority in Llanelli, Carmarthenshire, is",Carmarthenshire,13.625,10000.0
The football club that won the Europa Conference League final is,West,11.546875,10000.0
The former NHS chief executive is,Gilby,14.6484375,10000.0
The US President is,Biden,12.6796875,10000.0
The Health Secretary of the UK is,Barclay,13.375,10000.0
The UK Prime Minister has urged all sides in Russia to,Sunak,17.453125,10000.0
The 17-year-old boy who was stabbed and later pronounced dead at the scene of a birthday party in north-west London has yet to be formally identified,has,16.53125,10000.0
The National League promotion final was won by,Notts,5.265625,193.56725052076862
The actor and former governor of California is,Schwarzenegger,15.296875,10000.0
The Lisburn man who has broken the world record for the longest drumming marathon is,Brown,20.015625,10000.0
"The killing of foreign aid workers in Gaza might finally exhaust the considerable patience of Israel's allies, led by the United States.",Israel's,6.94140625,1034.2235697257508
The former president is,Trump,10.3515625,10000.0
The chair of a major review into women's football is,Carney,9.890625,10000.0
The remains of British World War Two aircraft were found in a forest outside Kyiv,Hurricane,15.09375,10000.0
The founder of Help for Heroes is,Parry,14.0390625,10000.0
"A man has been rescued after falling into a well in Bordon, Hampshire",man,22.625,10000.0
The Swedish Space Corporation is conducting experiments in,zero,3.3359375,28.1047190510635
The director of the National Human Genome Research Institute is,Green,19.5,10000.0
The Grenfell Tower fire occurred in,June,4.9921875,147.25819873544805
"Noel Hanna, a mountaineer from Dromara in County Down, died while",making,8.3828125,4371.285895201858
GPs in England may start offering weight-loss jabs to some patients to reduce obesity-related illnesses and resultant pressure on hospitals.,Mitsotakis,15.703125,10000.0
Pupils were allowed to leave the school after being locked down for the morning,morning,14.734375,10000.0
The ex-health secretary is,Hancock,18.375,10000.0
The government is considering reclassifying a dangerous street drug from Class B to A,monkey,23.609375,10000.0
The Brazilian forward scored twice in the Copa del Rey final,Rodrygo,18.046875,10000.0
The Greek islands of Rhodes and Corfu are experiencing,fires,11.0625,10000.0
The child killer who murdered a seven-year-old girl in 1992 has been jailed for at least 29 years.,Boyd,15.3203125,10000.0
The sentencing of Stephen Boden and Shannon Marsden,Boden,7.16015625,1287.112028449327
"The young son of the murdered soldier raised more than £50,000 for the charity",Rigby,8.6328125,5612.8421930478125
The UK Chancellor has expressed concerns about pay rises,Hunt,9.9453125,10000.0
The weather conditions in Spain include,hail,7.328125,1522.524360828172
A truck carrying live salmon crashed in Oregon,salmon,21.5625,10000.0
The mausoleum features a mosaic,mosaic,4.33203125,76.09870517958821
The new head of the probation service in England and Wales is,Kim,25.75,10000.0
The artist who won a fan poll with more than one million votes is,Michael,8.765625,6410.066985396673
The chief executive of NatWest is,Rose,12.40625,10000.0
People have used the relative lull in fighting to go outside their homes,outside,14.6953125,10000.0
NHS doctor,Babiker,12.3984375,10000.0
The parents of missing student Jack O'Sullivan,O'Sullivan,10.46875,10000.0
The chancellor has praised a Tory MP for apologising after he admitted he gave other MPs' personal phone numbers to someone on a dating app.,Wragg,87.5625,10000.0
Sir Elton John will be headlining the,Pyramid,12.65625,10000.0
A young girl has died after being pulled from the sea at Cleethorpes beach,girl,21.90625,10000.0
The owner of British Airways has,posted,9.5859375,10000.0
The US President is visiting,Biden,7.3671875,1583.1748363626543
Dominic Calvert-Lewin scored a late penalty for Everton,Calvert-Lewin,19.921875,10000.0
The Brazilian President has pledged to end deforestation by,2030,9.489059448242188e-05,1.0000948950967372
The head of Ukraine's military intelligence has warned of a swift response to a series of Russian missile strikes on Kyiv,Budanov,28.671875,10000.0
Harvey Borrington died from head injuries,injuries,16.359375,10000.0
The Israeli Prime Minister is,Netanyahu,8.375,4337.2682784832705
The RMT union is,rejecting,7.609375,2017.01706801857
A 16-year-old boy has been charged with,two,5.51171875,247.5762833312724
The current Prime Minister of the UK is,Sunak,10.0859375,10000.0
The President of France has,Macron,12.515625,10000.0
The top court in Florida has,upheld,9.1015625,8969.296285781338
The South African deputy minister is,Bapela,12.3828125,10000.0
The University of Oxford academics have warned,remain,16.625,10000.0
The National Grid ESO has announced,ESO,12.75,10000.0
A member of Wimbledon security was booed,security,18.640625,10000.0
The independent council advising on drug misuse has,ACMD,15.4453125,10000.0
The Stradey Park Hotel in Llanelli is set to house,asylum,14.0078125,10000.0
The Welsh Rugby Union was informed about,unfavourable,8.921875,7494.127553809398
The impact of the earthquake in Taiwan,Taiwan,14.9140625,10000.0
The US Army Colonel is,Pinchasin,16.171875,10000.0
Healthcare workers are,care,12.3359375,10000.0
The Human Fertilisation and Embryology Authority reported a dramatic increase in the number of women freezing their eggs,HFEA,16.40625,10000.0
The UK's Competition and Markets Authority has,recommended,6.2421875,513.9816168847873
A senior Conservative MP has been criticised for saying Afghanistan has been,transformed,2.48046875,11.946863197656471
The drill rapper who was jailed for firearm offences is,Rack5,9.8203125,10000.0
The military of Israel has announced a reduction in the number of soldiers in southern Gaza,Khan,15.09375,10000.0
Passengers flying into the UK faced hours of delays at airports across the country where passport e-gates were not working.,UK,13.578125,10000.0
A significant percentage of UK school pupils face challenges in accessing free period products,difficulty,27.140625,10000.0
The BBC News programme that explores financial choices is,My,21.609375,10000.0
The campaign group is,calling,0.43212890625,1.5405336867828523
The Love Island star who left the villa as a finalist in 2019 is,Hague,9.640625,10000.0
The coastguard team rescued a dog from a cliff,dog,19.21875,10000.0
A fire spread through three floors in a five-storey block of flats in south London,Whitehorse,16.578125,10000.0
The late Queen of the United Kingdom is,Elizabeth,7.89453125,2682.5718262273176
The governor of the Bank of England has emphasized the importance of persisting with measures to tackle inflation,Bailey,33.03125,10000.0
The former president of the United States is,Trump,10.3203125,10000.0
A selection of pictures of Scotland,Scotland,11.65625,10000.0
The man wanted in connection with the fatal stabbing is,Masum,14.75,10000.0
The BBC's director general who took over in 2020 is,Davie,11.671875,10000.0
Israel's military said the strike on World Central Kitchen's convoy was a,mistake,8.8984375,7320.526276004351
A man was fatally stabbed in London,stabbed,13.7890625,10000.0
The UK's Prime Minister is,Sunak,14.7734375,10000.0
"The UK has reported its first death linked to the 'zombie' drug xylazine, which is also causing overdose warnings in the US.",xylazine,24.21875,10000.0
James Gallagher wired up for the heatwave experiment,heatwave,21.703125,10000.0
The current monarch of the UK is,Charles,6.359375,577.8850653361966
The Russian defence ministry has reported,an,5.84375,345.0709334152821
The teenager who helped jail her paternal grandfather after he sexually abused her as a small child is,Poppy,15.6875,10000.0
A teenager was found with a gunshot injury on Norman Road,McDermott,22.234375,10000.0
The singer who could not finish the song is,Thornton,10.6953125,10000.0
The school shooting in Belgrade,shooting,14.84375,10000.0
Melody Powell is,Powell,15.3203125,10000.0
The BBC News presenter who joined the BBC in 1984 is,Edwards,17.765625,10000.0
Protesters in Paris have attacked one of French President's favourite restaurants,Macron,11.4140625,10000.0
Russia's withdrawal from the grain deal,grain,17.296875,10000.0
The stepfather of a five-year-old girl has pleaded guilty to her murder.,Abdul,29.671875,10000.0
The UK Prime Minister has said that China,represents,10.703125,10000.0
The Secretary of State for Northern Ireland is,Heaton,13.2421875,10000.0
The landlord of the pub is,Ryley,6.8125,909.1408202993323
The US's second-largest bank has been ordered to pay out,$150m,2.6328125,13.912844803302042
"Senior civil servant Sue Gray, who investigated lockdown gatherings in Downing Street, has been offered a job as",Starmer's,14.875,10000.0
Sir Keir Starmer said politicians writing books about,Covid,18.1875,10000.0
Frontline staff vacancies,staff,14.03125,10000.0
"The debate was focused on policy rather than personality, as summarized by Humza Yousaf's statement",Yousaf,11.8671875,10000.0
The President of Ukraine is,Zelensky,8.9140625,7435.807790500043
A relative of US President Joe Biden,Blewitts,25.375,10000.0
The BBC chairman has resigned,Sharp,15.703125,10000.0
The NHS in England has,reached,7.30078125,1481.4568637723241
The newly formed business council is,The,12.0234375,10000.0
"A safety investigation has warned that young people with complex mental health needs are being put at significant risk, by being placed on general children's wards in England.",HSIB,11.25,10000.0
The Ukrainian soldier who was killed in Bakhmut was,Kuzin,8.5859375,5355.81143563934
More than a quarter of patients on antidepressants in England have been taking them for five years,England,32.75,10000.0
The Irish delegation raised concerns at a meeting of the British Irish Intergovernmental Conference,Irish,18.5,10000.0
The hacker who stole music from Ed Sheeran and sold it online is,Kwiatkowski,20.03125,10000.0
Caerphilly councillor Philippa Leonard expressed concern about,unlicensed,8.7265625,6164.501175517202
The city council of Edinburgh wants to introduce a licensing scheme,Edinburgh,19.78125,10000.0
The UK is sending 14 Challenger 2 tanks to Kyiv to aid Ukrainians in the fight against Russia,Mitsotakis,15.859375,10000.0
The distributor of the new Winnie the Pooh horror movie has apologised for not releasing it in Hong Kong and Macau,VII,22.171875,10000.0
The Labour Party has ruled out introducing a self-ID system,Labour,19.953125,10000.0
The UK's largest airport is facing potential security delays due to strike action over pay,Heathrow,16.09375,10000.0
The last remnant of the 1958 British Empire and Commonwealth Games in Cardiff is,the,7.79296875,2423.501683641344
The Premier League champion and FA Cup winner is,City,11.1953125,10000.0
The communications regulator in the UK is,Ofcom,12.3671875,10000.0
The former Court of Appeal judge is,Hallett,17.8125,10000.0
The fraudsters posed as employees of banks,banks,17.5,10000.0
The current Prime Minister of the UK is,Sunak,10.0859375,10000.0
The current chairman of Tesco is,Allan,13.4375,10000.0
A man has been sentenced to,17,6.9609375,1054.621801869522
The Iraqi Culture Minister is,Badrani,13.484375,10000.0
"The Acropolis, Greece's most popular tourist attraction, was closed during the hottest hours of the day to protect visitors",Acropolis,23.125,10000.0
Germany's three remaining nuclear power plants were,shut,6.8828125,975.3657218509629
"More than a quarter of patients on antidepressants in England have been taking them for five years, the BBC has found.",England,13.6875,10000.0
The stepfather of a five-year-old girl has pleaded guilty to her murder,Abdul,52.9375,10000.0
The Spanish-speaking community was prominent in,Graber,7.703125,2215.2598735520546
The Wagner Group's leader is,Prigozhin,11.21875,10000.0
The UK police are carrying out checks on addresses,addresses,20.234375,10000.0
The chairman of Northern Ireland's Police Federation has said,Caldwell,18.34375,10000.0
US actress Melissa Joan Hart has said she helped children flee after the Nashville school shooting,Hart,17.03125,10000.0
The boy was attacked near the school,school,18.546875,10000.0
The close associate of the head of the Wagner group is,Malkevich,21.171875,10000.0
Israel has carried out air strikes on Gaza in response to rocket fire from Palestinian militants,Israel,16.03125,10000.0
The woman who was ordered to repaint her door in Edinburgh is,Miranda,18.765625,10000.0
The latest story involves the discovery of a baby's remains in a wooded area,remains,15.5625,10000.0
The Wagner Group's leader has,Prigozhin,15.65625,10000.0
The senior World Bank official is,Anna,15.9921875,10000.0
The former US army captain and retired optometrist is,Sanderson,12.609375,10000.0
"The 2021 US Open champion, ranked 77th, is",Raducanu,13.734375,10000.0
The strike at Heathrow Airport's Terminal Five is,to,8.125,3377.8679316735347
SNP MP Mhairi Black is stepping down at the next general election,Black,21.25,10000.0
The UK Prime Minister is,Sunak,14.5078125,10000.0
The arrivals at Stansted Airport were,relieved,17.5625,10000.0
The Platinum Jubilee will feature,Prince,9.8046875,10000.0
The pro-democracy campaigner who fled Hong Kong is,Law,18.078125,10000.0
JavaScript is disabled,disabled,12.7265625,10000.0
A man who hosted a family fleeing the war in Ukraine has driven a mother and her two daughters,Voichenko,25.71875,10000.0
Mahek Bukhari and her mother are on trial with six others,Bukhari,15.0859375,10000.0
The SNP chief executive has resigned,Murrell,19.9375,10000.0
The leader of one of the UK's largest business groups has been fired,Danker,14.265625,10000.0
The new social network app launched by Meta is,Threads,11.6484375,10000.0
Ireland's Eurovision act has,cut,10.6875,10000.0
The president of the SNP has,Russell,16.03125,10000.0
Mr Webber's parents spoke at a vigil,vigil,21.4375,10000.0
President Zelensky shared a video of the dam collapse on,Zelensky,15.359375,10000.0
Zak Crawley scored an astonishing 189,189,9.0234375,8295.243025289385
The UK Defence Secretary's remarks were,Wallace,19.796875,10000.0
The CEO of Virgin Galactic is,Branson,13.6484375,10000.0
"The shooter who killed six people at a school in Nashville, Tennessee, on Monday bought seven guns legally and hid them at home, police say.",Mitsotakis,10.109375,10000.0
The Prime Minister of the UK has announced,Sunak,13.34375,10000.0
The Met Office has issued a yellow weather warning for wind,Met,21.953125,10000.0
The Duchess of Sussex has won her bid to throw out a US defamation case brought by her half-sister,Markle,20.390625,10000.0
The current Premier League team is,United,10.84375,10000.0
A member of the archaeology team is,examining,7.171875,1302.284097746097
The US Secretary of State is visiting China,Blinken,14.5703125,10000.0
The barrister who led a review into how domestic killers are sentenced is,Clare,19.890625,10000.0
A former Met Police officer who carried out an investigation into Wayne Couzens has been found guilty of gross misconduct,Lee,23.53125,10000.0
The Eurovision Song Contest was held in,Liverpool,1.10546875,3.020640062030063
Mr Cao belongs to a generation that witnessed the birth of Communist China,China,19.0,10000.0
The WHO has declared that Covid-19 no longer represents a,global,3.515625,33.63694444585419
The White House official's response to the issue of Biden's age,Biden,12.46875,10000.0
"The SAS troops conducted night raids in Afghanistan, aiming to kill or capture Taliban targets",Mitsotakis,14.421875,10000.0
Shareholders in Credit Suisse have told the firm they feel,failed,10.390625,10000.0
The father of the 19-year-old who was shot at a party in Alabama is,Martin,13.2578125,10000.0
The Proclaimers' song was removed from,coronation,20.75,10000.0
Adam Peaty wins the 100m breaststroke at the Aquatics GB Swimming Championships,Peaty,9.7109375,10000.0
The former prime minister of the UK is,Johnson,14.53125,10000.0
"David Lawson, a health expert, has commented on the findings of a study",Lawson,16.21875,10000.0
The Los Angeles Police Department and FBI are jointly investigating the,theft,6.4296875,619.980173932736
The age of criminal responsibility in Serbia is,14,0.469970703125,1.5999473190741171
The family of the Rust cinematographer who died on set is,Hutchins,10.2109375,10000.0
Twitter's CEO is,Musk,14.703125,10000.0
"Meta is developing a standalone, text-based social network app",Meta,18.875,10000.0
The suspect in the shooting was,Lester,8.1640625,3512.4268928432866
The main stage at Scotland's biggest festival was headlined by,Sam,9.3828125,10000.0
A man from Wiltshire has been arrested for,possessing,6.05859375,427.7734572673073
The review of the Metropolitan Police was conducted by,Casey,11.9921875,10000.0
Travellers flying into England from mainland China will no longer have to provide proof of a negative pre-departure test,test,19.96875,10000.0
The police in Michigan used a,cowboy,11.4296875,10000.0
The Acropolis is located in,Greece,5.69140625,296.31001375229687
The UK's last opencast coal mine has closed,Ffos,14.5234375,10000.0
The soundtrack of the movie featuring Barbie has,conquered,14.28125,10000.0
The Nepalese men guarding the UK embassy in Kabul are,Nepalese,21.96875,10000.0
Ukrainian President Volodymyr Zelensky says an alleged Russian agent involved in the deadly attack in Kramatorsk will be charged with treason,Zelensky,17.59375,10000.0
