prompt,target_token,loss,perplexity
The chancellor has praised a Tory MP for apologising after he admitted he gave other MPs' personal phone numbers to someone on a dating app.,Wragg,11.5078125,10000.0
The headlining act for the Pyramid Stage on Sunday night at Glastonbury is,Sir Elton John,4.921875,137.25973406168575
A young girl has died after being pulled from the sea at Cleethorpes beach,girl,16.328125,10000.0
The owner of British Airways has,posted record half-year profits,6.98828125,1083.8569951461084
The US President is visiting,Biden,5.64453125,282.74099031586354
Dominic Calvert-Lewin scored a late penalty for Everton,Calvert-Lewin,14.1640625,10000.0
The Brazilian President has pledged to end deforestation by,2030,0.1060791015625,1.1119098268326424
The head of Ukraine's military intelligence has warned of a swift response to a series of Russian missile strikes on Kyiv,Budanov,17.21875,10000.0
Harvey Borrington died from head injuries including a fractured skull and a bleed on the brain,Borrington,12.03125,10000.0
The Israeli Prime Minister is,Netanyahu,10.625,10000.0
The RMT union is,rejecting the latest pay deal,6.00390625,405.0077691463688
A 16-year-old boy has been charged with,two counts of attempted murder,4.93359375,138.8777083722429
The current Prime Minister of the UK is,Sunak,7.58984375,1978.0044264076564
The President of France has,Macron,15.1015625,10000.0
The top court in Florida has,upheld the state's 15-week ban on abortion,2.873046875,17.690837939037834
The South African deputy minister is,Bapela,10.6015625,10000.0
Prof Kathleen Stock is due to speak at the Oxford Union on,30 May,1.5400390625,4.664772485104432
The National Grid ESO has announced,ESO,8.7265625,6164.501175517202
A member of Wimbledon security was booed,security,15.2421875,10000.0
The independent council advising on drug misuse has,ACMD,16.59375,10000.0
The Stradey Park Hotel in Llanelli is set to house,asylum seekers,6.609375,742.0191118159325
The Welsh Rugby Union was informed about,unfavourable treatment of female rugby players,9.453125,10000.0
The impact of the earthquake in Taiwan,Taiwan,11.5546875,10000.0
The US Army Colonel is,Pinchasin,13.859375,10000.0
Healthcare workers are,care,10.265625,10000.0
The Human Fertilisation and Embryology Authority reported a dramatic increase in the number of women freezing their eggs,HFEA,14.5078125,10000.0
The UK's Competition and Markets Authority has,recommended,4.54296875,93.96935796203766
A senior Conservative MP has been criticised for saying Afghanistan has been,transformed,5.83984375,343.72562933929424
The drill rapper who was jailed for firearm offences is,Rack5,10.4765625,10000.0
The military of Israel has announced a reduction in the number of soldiers in southern Gaza,Khan Younis,13.9921875,10000.0
Passengers flying into the UK faced hours of delays at airports across the country where passport e-gates were not working.,UK,9.09375,8899.49666832322
A significant percentage of UK school pupils face challenges in accessing free period products,difficulty accessing,19.328125,10000.0
The BBC News programme that explores financial choices is,My Money,10.7734375,10000.0
The campaign group is,calling for,0.7041015625,2.0220292017361423
The Love Island star who left the villa as a finalist in 2019 is,Hague,8.9765625,7915.3761905655465
The coastguard team rescued a dog from a cliff,dog,13.65625,10000.0
A fire spread through three floors in a five-storey block of flats in south London,"Whitehorse Road, Croydon",14.84375,10000.0
The late Queen of the United Kingdom is,Elizabeth II,8.9921875,8040.025228168563
The governor of the Bank of England has emphasized the importance of persisting with measures to tackle inflation,Bailey,18.859375,10000.0
The former president of the United States is,Trump,10.1875,10000.0
Alex Mackintosh visited,the Highland Folk Museum,1.1044921875,3.0176916581041593
The man wanted in connection with the fatal stabbing is,Masum,12.203125,10000.0
The BBC's director general who took over in 2020 is,Davie,9.734375,10000.0
The organization that was providing meals to Palestinians in the Gaza Strip is,World Central Kitchen,10.4375,10000.0
A man was fatally stabbed in London,stabbed,11.1796875,10000.0
The UK's Prime Minister is,Sunak,13.3671875,10000.0
"The UK has reported its first death linked to the 'zombie' drug xylazine, which is also causing overdose warnings in the US.",xylazine,10.5703125,10000.0
The United Nations has warned we now live in the era of,climate change,2.078125,7.9894745966477085
The current monarch of the UK is,Charles,2.146484375,8.554730245048765
The Russian defence ministry has reported,an attack on Moscow,3.796875,44.5617113320772
The teenager who helped jail her paternal grandfather after he sexually abused her as a small child is,Poppy,13.2578125,10000.0
A teenager was found with a gunshot injury on Norman Road,McDermott,15.0703125,10000.0
The singer who could not finish the song is,Thornton,11.171875,10000.0
The tragic event occurred in,Belgrade,7.78125,2395.2670338067314
Melody Powell is,Powell,14.046875,10000.0
The BBC News presenter who joined the BBC in 1984 is,Edwards,14.453125,10000.0
Protesters in Paris have attacked one of French President's favourite restaurants,Macron,9.4765625,10000.0
Russia's withdrawal from the grain deal,grain deal,11.2890625,10000.0
The stepfather of a five-year-old girl has pleaded guilty to her murder.,Abdul Wahab,11.8046875,10000.0
The UK Prime Minister has said that China,represents a challenge to the world order,8.125,3377.8679316735347
The Secretary of State for Northern Ireland is,Heaton-Harris,9.0703125,8693.340050044506
The landlord of the pub is,Ryley,7.71484375,2241.3726559431707
The US's second-largest bank has been ordered to pay out,$150m,1.267578125,3.5522390571826796
"Senior civil servant Sue Gray, who investigated lockdown gatherings in Downing Street, has been offered a job as",Starmer's chief of staff,12.734375,10000.0
Frontline staff vacancies account for,75%,1.27734375,3.5870988284120546
"The debate was focused on policy rather than personality, as summarized by Humza Yousaf's statement",Yousaf,11.203125,10000.0
The President of Ukraine is,Zelensky,8.5703125,5272.7772756597515
The Irish Family History Centre was asked to trace the ancestry of,Biden,5.94140625,380.4695888770434
The BBC chairman has resigned,Sharp,15.28125,10000.0
The NHS in England has,reached record levels,5.55078125,257.43860126944566
The newly formed business council is,The Business Council,10.5703125,10000.0
"A safety investigation has warned that young people with complex mental health needs are being put at significant risk, by being placed on general children's wards in England.",HSIB,10.0703125,10000.0
The Ukrainian soldier who was killed in Bakhmut was,Kuzin,5.8125,334.45421691786504
More than a quarter of patients on antidepressants in England have been taking them for five years,England,17.90625,10000.0
The Irish delegation raised concerns at a meeting of the British Irish Intergovernmental Conference,Irish,12.59375,10000.0
The hacker who stole music from Ed Sheeran and sold it online is,Kwiatkowski,10.28125,10000.0
Caerphilly councillor Philippa Leonard expressed concern about,unlicensed breeders,7.34375,1546.5006307786239
The city council of Edinburgh wants to introduce a licensing scheme,Edinburgh,16.875,10000.0
The UK is sending 14 Challenger 2 tanks to Kyiv to aid Ukrainians in the fight against Russia,Mitsotakis,12.25,10000.0
The distributor of the new Winnie the Pooh horror movie has apologised for not releasing it in Hong Kong and Macau,VII Pillars Entertainment,20.140625,10000.0
The Labour Party has ruled out introducing a self-ID system,Labour,12.953125,10000.0
The UK's largest airport is facing potential security delays due to strike action over pay,Heathrow,14.109375,10000.0
The last remnant of the 1958 British Empire and Commonwealth Games in Cardiff is,the velodrome at Maindy,3.4140625,30.388446900124176
The Premier League champion and FA Cup winner is,City,11.6484375,10000.0
The communications regulator in the UK is,Ofcom,12.6640625,10000.0
The former Court of Appeal judge is,Hallett,18.078125,10000.0
A multi-million pound fraudster has pleaded guilty to a sophisticated banking scam called iSpoof which stole £100m from victims worldwide.,iSpoof,13.546875,10000.0
The current Prime Minister of the UK is,Sunak,7.58984375,1978.0044264076564
The current chairman of Tesco is,Allan,9.3125,10000.0
A man has been sentenced to,17 months in prison,1.947265625,7.009494765121929
The Iraqi Culture Minister is,Badrani,14.4921875,10000.0
"The Acropolis, Greece's most popular tourist attraction, was closed during the hottest hours of the day to protect visitors",Acropolis,17.21875,10000.0
Germany's three remaining nuclear power plants were,shut down,1.30859375,3.7009655682618923
"More than a quarter of patients on antidepressants in England have been taking them for five years, the BBC has found.",England,11.3515625,10000.0
The stepfather of a five-year-old girl has pleaded guilty to her murder,Abdul Wahab,19.96875,10000.0
The victim of the murder was a,Spanish teacher,6.30859375,549.27199171561
The Wagner Group's leader is,Prigozhin,9.53125,10000.0
The Canadian man accused of distributing a dangerous product linked to suicides is,Law,16.671875,10000.0
The chairman of Northern Ireland's Police Federation has said,Caldwell,6.84765625,941.6712762187423
US actress Melissa Joan Hart has said she helped children flee after the Nashville school shooting,Hart,15.21875,10000.0
A 15-year-old boy named as Shamseddin died in hospital on Friday,Shamseddin,12.59375,10000.0
The close associate of the head of the Wagner group is,Malkevich,9.9765625,10000.0
Israel has carried out air strikes on Gaza in response to rocket fire from Palestinian militants,Israel,12.9765625,10000.0
The woman who was ordered to repaint her door in Edinburgh is,Miranda Dickson,16.40625,10000.0
The latest story involves the discovery of a baby's remains in a wooded area,remains,14.15625,10000.0
The Wagner Group's leader has,Prigozhin,15.4453125,10000.0
The senior World Bank official is,Anna Bjerde,12.328125,10000.0
The former US army captain and retired optometrist is,Sanderson,13.21875,10000.0
"The 2021 US Open champion, ranked 77th, is",Raducanu,12.8203125,10000.0
The strike at Heathrow Airport's Terminal Five is,to strike for 10 days from 31 March,4.3203125,75.21212841006654
SNP MP Mhairi Black is stepping down at the next general election,Black,12.5,10000.0
The UK Prime Minister is,Sunak,13.4453125,10000.0
The arrivals at Stansted Airport were,relieved,8.9375,7612.142890638241
The Platinum Jubilee will feature,Prince Harry,6.30859375,549.27199171561
The pro-democracy campaigner who fled Hong Kong is,Law,15.015625,10000.0
The user is advised to,enable JavaScript,7.48046875,1773.0717085305068
A man who hosted a family fleeing the war in Ukraine has driven a mother and her two daughters,Voichenko,20.40625,10000.0
Mahek Bukhari and her mother are on trial with six others,Bukhari,11.53125,10000.0
The SNP chief executive has resigned,Murrell,17.328125,10000.0
The leader of one of the UK's largest business groups has been fired,Danker,15.625,10000.0
The new social network app launched by Meta is,Threads,11.8984375,10000.0
Ireland's Eurovision act has,cut ties,7.16796875,1297.2069732040436
The president of the SNP has,Russell,16.40625,10000.0
The parents of student Barnaby Webber who was stabbed to death in Nottingham on Tuesday have described him as,a lovely soul,0.82958984375,2.292378314123635
President Zelensky shared a video of the dam collapse on,Zelensky,10.5625,10000.0
Zak Crawley scored an astonishing,189,0.1610107421875,1.1746975875678365
The UK Defence Secretary's remarks were,Wallace,14.9296875,10000.0
The CEO of Virgin Galactic is,Branson,10.296875,10000.0
"The shooter who killed six people at a school in Nashville, Tennessee, on Monday bought seven guns legally and hid them at home, police say.",Mitsotakis,9.9609375,10000.0
The Prime Minister of the UK has announced,Sunak,11.4296875,10000.0
The Met Office has issued a yellow weather warning for wind,Met Office,15.046875,10000.0
The Duchess of Sussex has won her bid to throw out a US defamation case brought by her half-sister,Markle,9.7421875,10000.0
The current Premier League team is,United,8.046875,3124.0171478093453
A member of the archaeology team is,examining skeletal remains,3.9765625,53.333385249853684
The US Secretary of State is visiting China,Blinken,12.9609375,10000.0
The barrister who led a review into how domestic killers are sentenced is,Clare Wade,14.8203125,10000.0
A former Met Police officer who carried out an investigation into Wayne Couzens has been found guilty of gross misconduct,Lee,18.828125,10000.0
The Eurovision Song Contest was held in,Liverpool,4.09765625,60.199030648454944
The 72-year-old farmer's situation,Cao,12.3984375,10000.0
